path,subsystem,size_bytes,sha256
backend/server/runtime/runtime_schema/deprecation.py,runtime,16861,8CC963D48D1F97F202593710FF35C98DBCCF316C42652075FC0EE387FC7708FD
backend/server/runtime/runtime_schema/diff_engine.py,runtime,20424,66CED56EE5EB0E074CC81D4DFBFFC80AAAA0F54AE9F5E72C9E493C5AA43AFEAD
backend/server/runtime/runtime_schema/fingerprint.py,runtime,5938,F7F58909F27E136F97EEBC9253069C4D21833DD27B383EF115C1D60C6BEC3764
backend/server/runtime/runtime_schema/loader.py,runtime,14048,EAC15FA8F4E186B91FCE5509801BEC51CB46EDBEF422D981D9BE13012429C5E5
backend/server/runtime/runtime_schema/migration.py,runtime,22654,77E3891F560B6C3BD754F9931B2D5B9EACE0D666B4240DEA1DE7DA40061A50B6
backend/server/runtime/runtime_schema/namespaces.py,runtime,12731,2960BF3D49090F397F3D3E7E73C9E556A49743BDB2D403333513D4EE2052C7B6
backend/server/runtime/runtime_schema/ownership.py,runtime,21085,38D7946C72E1EDB59E8B36F7A3542A46E463F24A3D04BAA282FB64062B7BB132
backend/server/runtime/runtime_schema/ports.py,runtime,16243,E8C271B39A7DC899C9A7D917A99E44D552B2DD752C1AD5FDD7F77F087248C30C
backend/server/runtime/runtime_schema/registry.py,runtime,65077,4E0C994EE201D0B99B94229B971AE8E9E8633780A9EC258DDA564B961E394BCA
backend/server/runtime/runtime_schema/serialization.py,runtime,7336,01DBA1B6C58D45DBE6CDC7142572070402B05D9ED28EF2F93FC5369E03169984
backend/server/runtime/runtime_schema/snapshots.py,runtime,38493,17BC07335CB201BFF132AD1D8C6E01DB0A4B14D9ED9933B4108E118C16A795DA
backend/server/runtime/runtime_schema/transition_validation.py,runtime,19380,9F52A7427C34668D84A55983CB7166C7D091E4DEDBD987C5796DACBB3D1F362A
backend/server/runtime/runtime_schema/types.py,runtime,13231,A791B2B90BFD496ACF87548B21338D28667DA41A2B8EF6D24AD9158E96ACF45B
backend/server/runtime/runtime_schema/validation.py,runtime,19248,4D899F0A3F85B1EF3C02E03111FB70B1058059A3D5099BFDF7729BE9CB738DE4
backend/server/runtime/runtime_schema/versioning.py,runtime,8472,9D021B3B969F5A299D76FC36E29DAB2CCCD0DD0E946386C5B57AEDEB1467A914
backend/server/runtime/runtime_service_registry.py,runtime,17472,7B101938BA4D2D0A54AFA32FC608DDEB00DC689DD9F52E39838AA812C9252D3F
backend/server/runtime/runtime_shutdown_process.py,runtime,18094,9A9E2954039A9B80C214D6EDEBC617B40EC4F57A5926DD9F747B3A6F76A658BA
backend/server/runtime/runtime_state_store.py,runtime,48745,EADF151B38F0F37934549D839ECC3ECCBE6D7441039D838C560274569A6F8D33
backend/server/runtime/runtime_versioning.py,runtime,22111,527202BBC5F0153FB1C2DE818BA8ABBF2B931D3B9C9340ED0D4981445232C199
backend/server/runtime/udare_runtime_contract.py,runtime,19772,567E21DA8A4B35F5BEFFED62E16A8363D46CAB1018109881BFF886FF9435AA54
backend/server/runtime/universal_jobs/contract.py,runtime,42157,DCAD494F07492871858F434DC1389897DCA13A4204208E38E957549F4072D8DE
backend/server/runtime/universal_runtime_infrastructure.py,runtime,15840,96EC7BA572D8F58F9CA055C716F1CA7B7E293EB5400F892D5D057C1A77750469
backend/server/runtime/universal_runtime_kernel.py,runtime,17065,ED1D9C898FA32D98BAE1FB4931ECFA8E9076162E45ACD7336CA415CB3E139083
backend/server/runtime/universal_runtime_registration.py,runtime,27294,2D41F0DEEEA6875C3AAF1626613034BF2787A05E7C542CB87C9D4E71E4D86B46
backend/server/runtime/website_article_integrity_automation.py,runtime,37137,240F3B76482BEAD72CC6C5A3146A4A1D74A2A5939343A072ED25C7005E263A9E
backend/server/scripts/check_imported_phase1_workspace_entry.py,other_backend,8990,9AF0DB8913932A98FEFCEA728F97FE278885EEE588E42CD9B261BB5B0E5E948C
backend/server/scripts/check_phase13_draft_rebuild_api_verification.py,other_backend,12442,48DF24D6E2C46BDE0ED3EAA7FFEC158033D2F6C8E203B62F8C910B435CEB2443
backend/server/scripts/test_batch1_cross_niche_precision.py,other_backend,3083,2F20D6C567270C9030705638DD8C389F0DD31D8DBA0A303BE0CA4B2F70ECC4A8
backend/server/scripts/test_real_article_upload_pipeline.py,other_backend,4625,26E7B13D6EF1D9C28E2F8BAFB44269AA2BA87DE8B3EC077D214FAE58A3654DA3
backend/server/scripts/verify_linking_target_registration.py,other_backend,1876,BF76C77A33B4C8B6B2D974273CA1B626D1A3632420E49B42532B91BF675658BE
backend/server/site_reader/__init__.py,other_backend,0,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855
backend/server/site_reader/discovery.py,other_backend,0,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855
backend/server/site_reader/extractor.py,other_backend,0,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855
backend/server/site_reader/fetcher.py,other_backend,0,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855
backend/server/site_reader/html_extract.py,other_backend,1654,FE5714ED1EE71D118FB5076AA88872B9D30A7E685DF135D0887C80EC700D94CF
backend/server/site_reader/phrase_generators.py,other_backend,22171,2F26462F18E8804AC52A1B76ACD81A5C2366C7EF513FD9123D762A3E400DADF8
backend/server/site_reader/store.py,other_backend,4810,F12517478A11DA5C5FF6204AD0515B5A073C86C8109165BF563FD73F3921DEF6
backend/server/site_reader/sync.py,other_backend,0,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855
backend/server/stores/active_phrase_pool_builder.py,stores,26697,C46C06438DB539AB25A78CD9F566BDFA6756B2162ABA6896DE80B630A27198E5
backend/server/stores/active_phrase_set_store.py,stores,3708,B532C4C28245838685CD2D79C4FE47B6DFC7963D26CD0B720273ADCD545FAB02
backend/server/stores/advanced_topic_reasoning_layer.py,stores,49036,38F6AA458102441376517A90F0C49D653CD643A47AE3607434CE193AEBF5D720
backend/server/stores/analogical_reasoning_intelligence.py,stores,8655,CCB4A05670E33DE79210BA757250EF9D86F2AAD21098FCD4F0C91FC5E810B100
backend/server/stores/anchor_purpose_intelligence.py,stores,5988,D64DE751AAC1A90B97996427330F2BFA2B7DF4C64B3192C3E54642100DC69BBD
backend/server/stores/article_body_cleaning_engine.py,stores,7496,4869BFFE4554B1FCAB1022F764AA0DB9618E8CD43B960F3EECAF80B742DF69BB
backend/server/stores/article_body_semantic_intelligence.py,stores,18519,84304A9FDBD8A8381A9D13A41D1176BD614F1FEAE9853C255E1F74CC776E9B7F
